module	original_radius38	historical_module	raw_closed	admissible_closed	total_theorems	source_path	source_sha256	olean_sha256	module_log	module_log_sha256	process_id
Effect4.Laws.Program.Guard.Single	false	Effect4.Laws.Program.Guard.Single	0	0	34	src/Effect4/Laws/Program/Guard/Single.lean	62d3ce49e40d87e2385612e295c773c7b19525aae14990eb0fa0a67b300e8ef0	ffacba86b9a5365b0684a733780abf94ca5ddb73f7b9be328a4484647e7d5d88	before-fill/module-logs/Effect4.Laws.Program.Guard.Single.log	cdb1e37f12ed7cdaaabe2d778a5949dd3681359c9a0c422c063a2e04c5af8c75	046-Effect4.Laws.Program.Guard.Single
Effect4.Laws.Program.Guard.TraceOrigin	false		0	0	0	src/Effect4/Laws/Program/Guard/TraceOrigin.lean	ceb93ffc4b79811339a61de531e3bc424a627e0a06b5edde617feca0d3f0d453	d93603aae37d215cd668268750c40a566783c63bd6611d21a61a422e4daf38f7	before-fill/module-logs/Effect4.Laws.Program.Guard.TraceOrigin.log	207d849b2464b0d2461a84eda6e98b6e9764cec401d7cc14b82ccdf189e7fbdb	128-Effect4.Laws.Program.Guard.TraceOrigin
Effect4.Laws.Program.Handles.Compile	false	Effect4.Laws.Program.Handles.Compile	1	1	8	src/Effect4/Laws/Program/Handles/Compile.lean	dae94c8fac67ee3d183f8b0b7c54075960880c4cd7c40ab07dbb989e8a6ddfba	9c19b6dbb7c3f1136679ae92f7e3573466819b446e25247e9a5c801a7a480192	before-fill/module-logs/Effect4.Laws.Program.Handles.Compile.log	eda543a6b1d63238bfe396254820c02b37c1724fede28993ed30e2ed69e8b238	047-Effect4.Laws.Program.Handles.Compile
Effect4.Laws.Program.Handles.Evaluation	false	Effect4.Laws.Program.Handles.Evaluation	0	0	11	src/Effect4/Laws/Program/Handles/Evaluation.lean	90fdcc55ec1cd51439ffaf186761f53f3ef1e91c2404e96941d3ddd6300f8b9e	3747ec481c93c618a9134f015476c5c45ce93288b3b530841e41be08971d2541	before-fill/module-logs/Effect4.Laws.Program.Handles.Evaluation.log	fe2416687fc5ac51c7cd5c62a508d3923d881c8fc9bcbe18aaf688bf06360cfa	048-Effect4.Laws.Program.Handles.Evaluation
Effect4.Laws.Program.Handles.Hooks	true	Effect4.Laws.Program.Handles.Hooks	0	0	20	src/Effect4/Laws/Program/Handles/Hooks.lean	0c20b13b9491fafb6da8f82a5bf2bf4e4196f0b816291170d9999c7c09f1723c	8f0eae4157865b6b8dad04703313f10e1bbe1f2d44a98d51b234ca3a8964462b	before-fill/module-logs/Effect4.Laws.Program.Handles.Hooks.log	3dff86df971051ec017f77cbfbfd924bdffc80ca7fc7dfa4ed3782650ac50966	049-Effect4.Laws.Program.Handles.Hooks
Effect4.Laws.Program.Handles.Layer	false	Effect4.Laws.Program.Handles.Layer	1	1	34	src/Effect4/Laws/Program/Handles/Layer.lean	492d9f7b65b2ab9440205f6223001fe5d7241d1df25c63648f722a388af1e4ee	7f579e02859b7940f9545ee11b466d3ca3993f19be6681fc2066248e6200b033	before-fill/module-logs/Effect4.Laws.Program.Handles.Layer.log	727a2d95da2bfca53737c18383bd376176c35d617fb0dbc9040c503e33b734c9	050-Effect4.Laws.Program.Handles.Layer
Effect4.Laws.Program.InterpR	true	Effect4.Laws.Program.InterpR	0	0	0	src/Effect4/Laws/Program/InterpR.lean	17c9cf25584304cf64ca7516fe78a6daf56b7faf4aca09b8e4d5f806d7bdd9ae	5c69684147ebc46436f617dcce70a6c5f477af790816c21a7e51ee3e1d689bc1	before-fill/module-logs/Effect4.Laws.Program.InterpR.log	344c12c3355343f89c077d20fdb9214738df46f09155a871956e44664d3401a9	000-ZeroCandidates
Effect4.Laws.Program.Intro.Elementary	false		0	0	6	src/Effect4/Laws/Program/Intro/Elementary.lean	00686501b40f45c4e13c39cdc950a4410c04d5d1a3e7a02addde79dd1414dfac	4bb60d715133a4b59c75888fa38fabca18374c24b28ea73c9ac4e434fc4657a8	before-fill/module-logs/Effect4.Laws.Program.Intro.Elementary.log	51a78731c247723b2c50bf32b55d1e31965ad283472304d922824925cbf08a8e	051-Effect4.Laws.Program.Intro.Elementary
Effect4.Laws.Program.Intro.Fibers	false	Effect4.Laws.Program.Intro.Fibers	0	0	5	src/Effect4/Laws/Program/Intro/Fibers.lean	21d626df98d4f5e32d19a72ac1b58297e6f341e4181da9d12f7afbfec4826e3c	94ffbc368e0716eb6a70d8f7002f479c2343f34eabe6c771aed2bdf38ca95767	before-fill/module-logs/Effect4.Laws.Program.Intro.Fibers.log	d961c9b70ad6c6b3760e6287755e545d0c149827fc05d0868068c099a1bdc91d	052-Effect4.Laws.Program.Intro.Fibers
Effect4.Laws.Program.Intro.Merge	false	Effect4.Laws.Program.Intro.Merge	0	0	4	src/Effect4/Laws/Program/Intro/Merge.lean	dbc1b914cd7c8c251d4ce664a5195aac956bcdb0a843ac1ed3abcc2486645f93	4f8d249e82e3f3e0cc7aad083067644b9a913eeb2e6442a38dc3f49d005e73cc	before-fill/module-logs/Effect4.Laws.Program.Intro.Merge.log	b3df647c2378a85f3166aadea4e2baa3a9864528522cb30e49d383db7c63f11e	053-Effect4.Laws.Program.Intro.Merge
Effect4.Laws.Program.Intro.Weight	false	Effect4.Laws.Program.Intro.Weight	1	1	24	src/Effect4/Laws/Program/Intro/Weight.lean	2f6595143c00316022932d79a15e30da03f9ed66eaaa53999ae79a0644b3072c	a9485a5b5ba18b1cc91ca9ed0c1f3a5c2712cb9fee1be8008061cf20fde02d82	before-fill/module-logs/Effect4.Laws.Program.Intro.Weight.log	542affede0b0976b0dbc351b534f25d153f32693c0d8837f0bc37b667e268a9d	054-Effect4.Laws.Program.Intro.Weight
Effect4.Laws.Program.LayerSharing	true	Effect4.Laws.Program.LayerSharing	2	2	19	src/Effect4/Laws/Program/LayerSharing.lean	5a920f3c202a4cc8739a2e8fd8550c0d907813d0f72b32de6b016facd01ce096	3671696b246c09087f46cfc8cf162b2181d35627ce6467fbb8be17d56e42450c	before-fill/module-logs/Effect4.Laws.Program.LayerSharing.log	35960b7a70adf53a2dbe4000adaa332fb03783614291722a3f78e4534224d963	055-Effect4.Laws.Program.LayerSharing
Effect4.Laws.Program.Means	false	Effect4.Laws.Program.Means	13	13	25	src/Effect4/Laws/Program/Means.lean	16408c2608c6b148f0f98a190a719da7c7bd977184191e5145368aa18960416e	ee231794aeefedf9dda5a777db26c68b90d23fac3b799060cfae407549c176f4	before-fill/module-logs/Effect4.Laws.Program.Means.log	c3c547b2ce347c02b10cd58cc97f838245ac2d040f391f954f3d505c485b7f56	056-Effect4.Laws.Program.Means
Effect4.Laws.Program.RuntimeR	false	Effect4.Laws.Program.RuntimeR	9	9	26	src/Effect4/Laws/Program/RuntimeR.lean	ad7de04b313e20e7c6327e7f1b45413895c9a6c7a058893c752f844e755b5147	a8d3421f4937ffa58db9b2fa7990ea0159d45fa2b9252c93f9c7213b241c973d	before-fill/module-logs/Effect4.Laws.Program.RuntimeR.log	c8b8ac4466e09511d7530a1297e86b47c53a7940157abb389cd4a1e2b8c970f4	057-Effect4.Laws.Program.RuntimeR
Effect4.Laws.Program.Sched	false	Effect4.Laws.Program.Sched	6	6	8	src/Effect4/Laws/Program/Sched.lean	0a26f79cbd0be936f60c0ec51b692e36712d73f3f54dcb9c4520a88a00485776	fecd7291173c316fbaa76d6253f332365f2b168a59f995f224a34010558a808c	before-fill/module-logs/Effect4.Laws.Program.Sched.log	237832fa4d8898572c93aeae7b3d412477f8916d104a966b34c386f6db9d7599	058-Effect4.Laws.Program.Sched
Effect4.Laws.Program.Simulation.Actions	true	Effect4.Laws.Program.Simulation.Actions	0	0	51	src/Effect4/Laws/Program/Simulation/Actions.lean	06af6bc391adc9ffce40b771bdd8b14372b63fdacf27228000cb1532d3835fce	185385e107e3e9dffceaff8520389bec6d6d978cd557079646dec3560f04acb4	before-fill/module-logs/Effect4.Laws.Program.Simulation.Actions.log	7bf273cc2d45d0daa01b2ec9a160447eb886cb48e34fbb15b5c4766ea202e94c	059-Effect4.Laws.Program.Simulation.Actions
Effect4.Laws.Program.Simulation.Deliver	true	Effect4.Laws.Program.Simulation.Deliver	5	5	33	src/Effect4/Laws/Program/Simulation/Deliver.lean	50e2a97f39374e49bf4927907b4721d70f8102570c49354d697b40dbebdfdbf7	07e44f5374fea6d9f6d1a65db97692d0dab7d6b2bf3c8f8f98bfa2c58abd66a0	before-fill/module-logs/Effect4.Laws.Program.Simulation.Deliver.log	23fe66ee97b462c4f31c140ec9ad679605689a2f0bf0e83805d9967c5fe31185	060-Effect4.Laws.Program.Simulation.Deliver
Effect4.Laws.Program.Simulation.Drive	true	Effect4.Laws.Program.Simulation.Drive	7	7	68	src/Effect4/Laws/Program/Simulation/Drive.lean	21a7503d15524512948481e16b5cf5aa74f1f4f5790f8362f035520cb862cc9b	b7a873391f7b73392bf08e4b1762434581330355183d4443175c0bd101d8b428	before-fill/module-logs/Effect4.Laws.Program.Simulation.Drive.log	d5ab2e58e94966fe036b5f9cd8a0656a84ffde1e44ed91863f8cdb37039d4695	061-Effect4.Laws.Program.Simulation.Drive
Effect4.Laws.Program.Simulation.Evaluate	true	Effect4.Laws.Program.Simulation.Evaluate	12	12	62	src/Effect4/Laws/Program/Simulation/Evaluate.lean	68696766be4c7b4286d3d0d84d7c5c0a161556f54eceeee012818d6daa7f3525	4d91037952014aea53515e694d6aeec7c02f0658368bede7de70712696b0e8cc	before-fill/module-logs/Effect4.Laws.Program.Simulation.Evaluate.log	ab9080e5404efd9a35831e628be3bc0b993eb9bbade6a0d14e698719fa113235	062-Effect4.Laws.Program.Simulation.Evaluate
Effect4.Laws.Program.Simulation.Fibers	false	Effect4.Laws.Program.Simulation.Fibers	5	5	96	src/Effect4/Laws/Program/Simulation/Fibers.lean	f13bb4743fc72adc39c9b8da98cd810876622fcf48ae06d004c75154bcc7fa35	0e2e537338b513d7ce0069333a852307f616c1fd36eb17495c1f96c981d0dccb	before-fill/module-logs/Effect4.Laws.Program.Simulation.Fibers.log	404b270070ca36736b4042cf0cd8cb213cab6660d695553409f2fc766baa95f3	063-Effect4.Laws.Program.Simulation.Fibers
Effect4.Laws.Program.Simulation.Hooks	true	Effect4.Laws.Program.Simulation.Hooks	3	3	45	src/Effect4/Laws/Program/Simulation/Hooks.lean	ef8baba57046aaab92dd4033fabf007f709badff40e0c39e51a2393594896f26	158d91ccc33dd8bca988e8dcbae18497defbdc91d90e50d6a4d614940883ead0	before-fill/module-logs/Effect4.Laws.Program.Simulation.Hooks.log	eb01d326c675f1e87d8f48a55648736fe89c951717cea0cbe99d541fd1d2fd02	064-Effect4.Laws.Program.Simulation.Hooks
Effect4.Laws.Program.Simulation.Pending	false	Effect4.Laws.Program.Simulation.Pending	3	3	21	src/Effect4/Laws/Program/Simulation/Pending.lean	b06082935a7c81b186221c98995b826c1bd1bc5012f81a4a8be071319c49e087	cc0ae27db5b38d4bb2072087d3d045d193d8ce8dd1c3f9b86dca1a72dc19f82f	before-fill/module-logs/Effect4.Laws.Program.Simulation.Pending.log	4fb0ac284ecb267e928d50bb9a9d2e5bf2acc87c43dcfff9354ccbd380d5689b	065-Effect4.Laws.Program.Simulation.Pending
Effect4.Laws.Program.TyView	false		0	0	67	src/Effect4/Laws/Program/TyView.lean	b4bb571e8705daa6b4a6e174b1555f6d12b467863c27b57732a646ad9a49883f	32b96187cfaf48d2fa4c2f868e7a06ecce9db3c1fc900e49ee46b79a58a67481	before-fill/module-logs/Effect4.Laws.Program.TyView.log	a199080d1a5eb57aab84ddae7f3e9c2a5a784379207161790189c26fe8e1c055	066-Effect4.Laws.Program.TyView
Effect4.Laws.Program.Typed.ForkSource	false		0	0	0	src/Effect4/Laws/Program/Typed/ForkSource.lean	692f87d2f7cb1853808eadadf71896539d925a4ded68eaf93d7521ea60f1e509	876b022e69ab8416851d1868ada406f07a82aff33c151e1b507b386db60eb90a	before-fill/module-logs/Effect4.Laws.Program.Typed.ForkSource.log	bf1ae15f68fac1a4f49c5b931599834a488abdb1aa83bb720e36af0eab99a46d	127-Effect4.Laws.Program.Typed.ForkSource
Effect4.Laws.Program.Typed.Frames	true	Effect4.Laws.Program.Typed.Frames	0	0	0	src/Effect4/Laws/Program/Typed/Frames.lean	5bd8a546ab9c69ecb30466eb1c11a3449a20de7eeb9e4cb2a0604ded506b2fca	3e38f2a6dbfba1f787408c3cf4d95bab7d95aa5b7f076d3b88d885ab28e088b8	before-fill/module-logs/Effect4.Laws.Program.Typed.Frames.log	8c9b491833d73ea1404c4d08fd666c9516ccf5b317faefe77f8af23f4294ac80	000-ZeroCandidates
Effect4.Laws.Program.Typed.PositionGate	false		0	0	0	src/Effect4/Laws/Program/Typed/PositionGate.lean	b4ce06198765a032b941fbf0de008b32050a55ec90de558e77da4b689027377f	6838a9b4525e5627e06271c81d942036ba3dd6e5c397701c429738fb2b1f432b	before-fill/module-logs/Effect4.Laws.Program.Typed.PositionGate.log	08745a03700709a12057001e6e403e81bc6f64912ddbf467de6cde472eae749d	000-ZeroCandidates
Effect4.Laws.Program.Typed.Sources	true	Effect4.Laws.Program.Typed.Sources	0	0	0	src/Effect4/Laws/Program/Typed/Sources.lean	2cb1db7941e0ab12689e31f38dac8bd3f07c208caa94fda77c5af6447a0577f1	6544916acf40b8017336a420125f7175ebed9b358b9c66b27aa8043c15028d9f	before-fill/module-logs/Effect4.Laws.Program.Typed.Sources.log	93dc9f7d1dca4f4692e066fa2192569bd843d514cb5d3bf5e1ccc73d0d100f4d	000-ZeroCandidates
